num__A2,num__A3,num__A7,num__A10,num__A13,num__A14,cat__A1_0,cat__A1_1,cat__A4_1,cat__A4_2,cat__A4_3,cat__A5_1,cat__A5_2,cat__A5_3,cat__A5_4,cat__A5_5,cat__A5_6,cat__A5_7,cat__A5_8,cat__A5_9,cat__A5_10,cat__A5_11,cat__A5_12,cat__A5_13,cat__A5_14,cat__A6_1,cat__A6_2,cat__A6_3,cat__A6_4,cat__A6_5,cat__A6_7,cat__A6_8,cat__A6_9,cat__A8_0,cat__A8_1,cat__A9_0,cat__A9_1,cat__A11_0,cat__A11_1,cat__A12_1,cat__A12_2,cat__A12_3
-0.8122425137960032,-0.8350125459784503,-0.6683148466044994,-0.2920087581669403,3.6222619167643044,-0.21424625978663997,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.4101937132072595,-0.8599013928399032,-0.5925953777708471,-0.4960452575443467,0.6625751469189645,-0.22882183740670628,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.016440570614629328,-0.7914570639709079,0.37964260205324735,-0.4960452575443467,0.7238869255786607,-0.22933326118284894,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.7127319156680186,-0.4284947139080535,-0.654685342214442,-0.4960452575443467,-0.5023486476152654,0.8467023638213433,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.31897877307538847,1.9048346793531528,1.0611178215561172,-0.4960452575443467,1.6547112015940504,-0.10147731714717971,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5626081684921793,-0.013680599550505716,-0.3775520862832748,-0.4960452575443467,0.9468388479775565,-0.22779898985442093,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.49054876984777623,-0.48864276048989796,0.5310815397205517,-0.4960452575443467,-0.011854418337694945,-0.22933326118284894,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.3912912529028119,0.504837043396429,-0.3775520862832748,-0.4960452575443467,2.2845503823709308,-0.22933326118284894,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.01558272063076756,-0.8173829461182546,-0.6047104927842315,-0.4960452575443467,1.0583148091770043,0.28464763384054137,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.08077931940427474,-0.2210876567292796,-0.5289910239505793,-0.4960452575443467,0.2333926963010903,-0.22933326118284894,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
